Progress,Duration (in seconds),DistributionChannel,consent,prolificID,politics_survey_1,politics_survey_2,politics_survey_3,politics_survey_4,politics_survey_5,religion_survey_1,religion_survey_2,religion_survey_3,religion_survey_4,religion_survey_5,moral_survey_1,moral_survey_2,moral_survey_3,moral_survey_4,moral_survey_5,arbitrary_survey_1,arbitrary_survey_2,arbitrary_survey_3,arbitrary_survey_4,arbitrary_survey_5,preferences_survey_1,preferences_survey_2,preferences_survey_3,preferences_survey_4,preferences_survey_5,identity_survey_1,identity_survey_2,identity_survey_3,identity_survey_4,identity_survey_5,background_survey_1,background_survey_2,background_survey_3,background_survey_4,background_survey_5,politics_learn_1,politics_learn_3,politics_learn_4,politics_learn_7,politics_learn_8,religion_learn_1,religion_learn_2,religion_learn_3,religion_learn_5,religion_learn_9,moral_learn_1,moral_learn_6,moral_learn_7,moral_learn_9,moral_learn_10,arbitrary_learn_2,arbitrary_learn_4,arbitrary_learn_6,arbitrary_learn_7,arbitrary_learn_9,preferences_learn_1,preferences_learn_2,preferences_learn_3,preferences_learn_4,preferences_learn_5,identity_learn_1,identity_learn_2,identity_learn_4,identity_learn_6,identity_learn_8,background_learn_2,background_learn_4,background_learn_5,background_learn_6,background_learn_7,politics_interest_1,politics_interest_3,politics_interest_4,politics_interest_7,politics_interest_8,religion_interest_1,religion_interest_2,religion_interest_3,religion_interest_5,religion_interest_9,moral_interest_1,moral_interest_6,moral_interest_7,moral_interest_9,moral_interest_10,arbitrary_interest_2,arbitrary_interest_4,arbitrary_interest_6,arbitrary_interest_7,arbitrary_interest_9,preferences_interest_1,preferences_interest_2,preferences_interest_3,preferences_interest_4,preferences_interest_5,identity_interest_1,identity_interest_2,identity_interest_4,identity_interest_6,identity_interest_8,background_interest_2,background_interest_4,background_interest_5,background_interest_6,background_interest_7,politics_deep_1,politics_deep_3,politics_deep_4,politics_deep_7,politics_deep_8,religion_deep_1,religion_deep_2,religion_deep_3,religion_deep_5,religion_deep_9,moral_deep_1,moral_deep_6,moral_deep_7,moral_deep_9,moral_deep_10,arbitrary_deep_2,arbitrary_deep_4,arbitrary_deep_6,arbitrary_deep_7,arbitrary_deep_9,preferences_deep_1,preferences_deep_2,preferences_deep_3,preferences_deep_4,preferences_deep_5,identity_deep_1,identity_deep_2,identity_deep_4,identity_deep_6,identity_deep_8,background_deep_2,background_deep_4,background_deep_5,background_deep_6,background_deep_7,politics_likely_1,politics_likely_3,politics_likely_4,politics_likely_7,politics_likely_8,religion_likely_1,religion_likely_2,religion_likely_3,religion_likely_5,religion_likely_9,moral_likely_1,moral_likely_6,moral_likely_7,moral_likely_9,moral_likely_10,arbitrary_likely_2,arbitrary_likely_4,arbitrary_likely_6,arbitrary_likely_7,arbitrary_likely_9,preferences_likely_1,preferences_likely_2,preferences_likely_3,preferences_likely_4,preferences_likely_5,identity_likely_1,identity_likely_2,identity_likely_4,identity_likely_6,identity_likely_8,background_likely_2,background_likely_4,background_likely_5,background_likely_6,background_likely_7,politics_divisive_1,politics_divisive_3,politics_divisive_4,politics_divisive_7,politics_divisive_8,religion_divisive_1,religion_divisive_2,religion_divisive_3,religion_divisive_5,religion_divisive_9,moral_divisive_1,moral_divisive_6,moral_divisive_7,moral_divisive_9,moral_divisive_10,arbitrary_divisive_2,arbitrary_divisive_4,arbitrary_divisive_6,arbitrary_divisive_7,arbitrary_divisive_9,preferences_divisive_1,preferences_divisive_2,preferences_divisive_3,preferences_divisive_4,preferences_divisive_5,identity_divisive_1,identity_divisive_2,identity_divisive_4,identity_divisive_6,identity_divisive_8,background_divisive_2,background_divisive_4,background_divisive_5,background_divisive_6,background_divisive_7,politics_personal_1,politics_personal_3,politics_personal_4,politics_personal_7,politics_personal_8,religion_personal_1,religion_personal_2,religion_personal_3,religion_personal_5,religion_personal_9,moral_personal_1,moral_personal_6,moral_personal_7,moral_personal_9,moral_personal_10,arbitrary_personal_2,arbitrary_personal_4,arbitrary_personal_6,arbitrary_personal_7,arbitrary_personal_9,preferences_personal_1,preferences_personal_2,preferences_personal_3,preferences_personal_4,preferences_personal_5,identity_personal_1,identity_personal_2,identity_personal_4,identity_personal_6,identity_personal_8,background_personal_2,background_personal_4,background_personal_5,background_personal_6,background_personal_7,politics_relevant_1,politics_relevant_3,politics_relevant_4,politics_relevant_7,politics_relevant_8,religion_relevant_1,religion_relevant_2,religion_relevant_3,religion_relevant_5,religion_relevant_9,moral_relevant_1,moral_relevant_6,moral_relevant_7,moral_relevant_9,moral_relevant_10,arbitrary_relevant_2,arbitrary_relevant_4,arbitrary_relevant_6,arbitrary_relevant_7,arbitrary_relevant_9,preferences_relevant_1,preferences_relevant_2,preferences_relevant_3,preferences_relevant_4,preferences_relevant_5,identity_relevant_1,identity_relevant_2,identity_relevant_4,identity_relevant_6,identity_relevant_8,background_relevant_2,background_relevant_4,background_relevant_5,background_relevant_6,background_relevant_7,politics_same_1,politics_same_3,politics_same_4,politics_same_7,politics_same_8,religion_same_1,religion_same_2,religion_same_3,religion_same_5,religion_same_9,moral_same_1,moral_same_6,moral_same_7,moral_same_9,moral_same_10,arbitrary_same_2,arbitrary_same_4,arbitrary_same_6,arbitrary_same_7,arbitrary_same_9,preferences_same_1,preferences_same_2,preferences_same_3,preferences_same_4,preferences_same_5,identity_same_1,identity_same_2,identity_same_4,identity_same_6,identity_same_8,background_same_2,background_same_4,background_same_5,background_same_6,background_same_7,age,race,ethnicity,gender,handedness,PROLIFIC_PID
100,1024,anonymous,Accept consent,65620a3746b9da0da443f63a,Unsure,Unsure,Probably yes,Unsure,Probably not,Definitely not,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Definitely yes,Definitely not,Definitely yes,Definitely not,Definitely not,Probably yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Probably yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,49,63,20,20,0,100,0,100,100,0,0,0,0,100,0,100,7,0,50,100,100,82,92,100,100,100,100,74,100,68,0,100,100,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,Black/African-American,Not Hispanic,Female,Right,65620a3746b9da0da443f63a
100,259,anonymous,Accept consent,62d4751965edad40a5be1596,Definitely not,Probably not,Probably yes,Probably yes,Definitely yes,Definitely not,Probably not,Definitely not,Unsure,Probably not,Probably not,Unsure,Unsure,Probably yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Probably not,Probably yes,Probably yes,Definitely not,Definitely not,Probably not,Probably yes,Definitely not,Definitely not,Definitely yes,Probably not,Definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,22,67,69,78,6,3,6,6,6,30,22,36,55,75,38,83,83,74,57,81,84,87,78,81,76,7,12,18,76,85,76,81,79,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,White,Hispanic,Male,Right,62d4751965edad40a5be1596
100,980,anonymous,Accept consent,613366e345d6b43d9fd2988e,Definitely not,Definitely not,Definitely not,Probably yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely not,Probably not,Definitely not,Definitely not,Probably yes,Definitely yes,Definitely not,Definitely yes,Probably not,Probably yes,Probably yes,Probably yes,Probably not,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely not,Definitely not,Probably not,Definitely yes,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,80,95,93,100,100,100,100,0,0,0,12,99,100,28,100,0,36,100,72,24,96,0,0,100,100,87,91,0,0,43,100,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,Black/African-American,Not Hispanic,Female,Right,613366e345d6b43d9fd2988e
100,223,anonymous,Accept consent,6298dd311a003b986813851b,Unsure,Probably yes,Definitely yes,Unsure,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Probably not,Unsure,Unsure,Probably not,Definitely yes,Definitely yes,Definitely not,Probably yes,Probably yes,Probably yes,Probably not,Unsure,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Unsure,Definitely yes,Definitely not,Definitely not,Probably yes,Definitely yes,Definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,50,8,31,9,50,29,50,86,10,20,96,40,71,50,82,66,100,100,91,91,0,0,11,81,93,30,93,92,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,White,Not Hispanic,Male,Right,6298dd311a003b986813851b
100,324,anonymous,Accept consent,63d7e728502b1a8795abd2b2,Definitely not,Probably not,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely not,Unsure,Unsure,Probably yes,Probably yes,Unsure,Unsure,Definitely yes,Probably yes,Definitely yes,Definitely not,Probably yes,Probably yes,Probably yes,Definitely not,Probably yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Unsure,Definitely not,Probably not,Definitely not,Unsure,Definitely yes,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,51,0,23,45,57,43,84,66,0,0,0,0,0,64,29,73,18,1,16,16,15,24,51,85,100,100,55,100,27,65,90,29,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,White,Hispanic,Male,Right,63d7e728502b1a8795abd2b2
100,250,anonymous,Accept consent,5f557058f325f713d247001c,Probably not,Probably yes,Definitely yes,Probably yes,Definitely yes,Definitely not,Probably yes,Definitely not,Probably yes,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely not,Probably yes,Definitely not,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Definitely not,Probably yes,Definitely not,Probably yes,Definitely yes,Probably yes,Definitely not,Probably yes,Probably yes,Probably yes,60,60,10,80,40,20,70,10,60,50,70,75,90,60,75,20,60,40,0,20,60,20,40,60,65,10,80,10,90,50,70,75,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,White,Not Hispanic,Female,Right,5f557058f325f713d247001c
100,289,anonymous,Accept consent,5fa0adf677c87511c18c2475,Probably not,Unsure,Probably yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably not,Definitely not,Definitely yes,Definitely not,Definitely yes,Unsure,Definitely yes,Definitely not,Unsure,Definitely yes,Probably yes,Probably yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Unsure,Definitely yes,Definitely not,Definitely not,Probably yes,Unsure,Definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,56,62,62,42,73,71,78,77,75,75,83,82,73,61,41,59,40,33,41,82,39,37,83,60,85,89,88,58,64,60,77,79,24,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,White,Not Hispanic,Female,Right,5fa0adf677c87511c18c2475
100,245,anonymous,Accept consent,5842eb2904e7550001a06b14,Definitely not,Probably not,Probably yes,Probably yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Probably not,Probably not,Probably yes,Definitely yes,Probably yes,Definitely not,Definitely yes,Definitely yes,Probably yes,Definitely not,Definitely yes,Probably yes,Probably not,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely yes,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,56,34,58,16,12,58,11,60,57,57,53,55,50,45,7,9,18,11,5,5,10,15,18,36,14,28,32,40,23,11,42,23,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,White,Not Hispanic,Female,Right,5842eb2904e7550001a06b14
100,347,anonymous,Accept consent,5cfd29e8254f9300019fc458,Probably not,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely yes,Definitely not,Probably yes,Definitely not,Unsure,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Unsure,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely yes,Unsure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,50,50,70,70,70,70,0,1,0,0,70,15,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,22,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,White,Not Hispanic,Female,Right,5cfd29e8254f9300019fc458
100,345,anonymous,Accept consent,642fadb8907ce60a41a2fdfe,Definitely not,Definitely not,Definitely not,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Probably yes,Probably not,Definitely not,Definitely not,Probably not,Probably not,Unsure,Probably yes,Probably not,Probably not,Unsure,Probably not,Probably not,Definitely yes,Probably yes,Definitely not,Definitely yes,Definitely not,Definitely yes,Definitely not,Definitely yes,Definitely not,Probably not,Definitely yes,Definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,80,33,60,22,9,27,61,13,20,60,66,42,55,39,56,51,74,39,32,55,55,66,66,75,21,31,38,58,34,73,32,60,65,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,White,Not Hispanic,Male,Right,642fadb8907ce60a41a2fdfe
100,563,anonymous,Accept consent,5b72db405f561b0001342eff,Unsure,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Probably not,Probably not,Unsure,Definitely not,Definitely yes,Probably not,Definitely yes,Definitely not,Probably not,Definitely not,Definitely yes,Definitely yes,Probably not,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely not,50,50,75,50,70,50,50,50,50,50,75,75,50,0,50,50,50,50,50,50,50,50,50,50,70,50,50,50,50,50,50,75,75,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,White,Not Hispanic,Male,Right,5b72db405f561b0001342eff
100,237,anonymous,Accept consent,62e02c79a168409c22dc09cb,Unsure,Unsure,Unsure,Unsure,Probably yes,Probably not,Unsure,Probably not,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Probably yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Unsure,Probably not,Probably not,Probably not,Probably yes,Definitely yes,Unsure,Definitely yes,Definitely yes,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,29,14,0,77,0,13,0,0,6,0,10,0,0,0,71,100,98,86,85,100,100,100,100,100,14,0,0,0,50,100,50,71,100,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,Asian/Asian-American,Not Hispanic,Female,Right,62e02c79a168409c22dc09cb
100,947,anonymous,Accept consent,65b41112a6572ea6620e8d50,Probably not,Probably yes,Definitely not,Probably yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably yes,Probably not,Definitely yes,Definitely yes,Unsure,Unsure,Probably yes,Probably yes,Probably yes,Definitely not,Probably not,Probably yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Probably not,Definitely not,Definitely yes,Probably not,Definitely not,Definitely not,Definitely not,Definitely yes,Probably yes,Probably yes,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,57,57,24,84,77,59,84,56,59,65,68,42,25,42,81,66,81,63,24,43,54,65,46,50,74,83,57,76,63,71,90,89,49,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,Asian/Asian-American,Not Hispanic,Female,Right,65b41112a6572ea6620e8d50
100,249,anonymous,Accept consent,559bd307fdf99b7d0e839549,Probably not,Unsure,Definitely not,Probably yes,Unsure,Definitely not,Probably yes,Definitely not,Unsure,Unsure,Probably yes,Unsure,Probably yes,Probably not,Definitely yes,Unsure,Unsure,Probably yes,Definitely yes,Definitely yes,Definitely yes,Probably not,Unsure,Definitely not,Probably yes,Probably not,Definitely yes,Definitely not,Probably yes,Definitely yes,Definitely not,Definitely not,Probably yes,Probably not,Probably not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,21,0,23,0,5,50,7,50,50,69,67,65,68,75,32,50,50,50,23,64,50,68,40,84,20,68,59,50,50,50,67,74,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,White,Not Hispanic,Female,Left,559bd307fdf99b7d0e839549
100,267,anonymous,Accept consent,5c904569bc1a950016fbfc91,Definitely not,Probably not,Probably yes,Probably not,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Probably yes,Probably not,Probably yes,Definitely not,Probably yes,Probably yes,Probably not,Definitely yes,Probably not,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably not,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely not,Probably yes,Definitely yes,Probably not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10,23,19,21,5,7,3,8,3,6,12,9,3,4,11,42,59,30,34,54,58,54,63,55,54,3,1,5,43,53,31,18,63,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,White,Not Hispanic,Female,Right,5c904569bc1a950016fbfc91
100,299,anonymous,Accept consent,60f8a180dbb3f67eee369e63,Probably not,Definitely not,Probably yes,Definitely yes,Probably yes,Definitely not,Unsure,Definitely not,Definitely not,Probably not,Probably yes,Probably not,Probably not,Definitely not,Unsure,Probably not,Definitely yes,Unsure,Probably not,Definitely yes,Probably yes,Definitely not,Probably yes,Definitely yes,Probably not,Definitely not,Definitely yes,Definitely not,Definitely yes,Definitely not,Definitely not,Definitely not,Probably yes,Probably not,Definitely yes,25,60,30,25,30,70,70,60,60,35,25,30,80,40,65,45,40,20,70,10,40,40,20,61,55,85,70,75,75,80,25,55,10,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,"Asian/Asian-American,White",Not Hispanic,Male,Right,60f8a180dbb3f67eee369e63
100,135,anonymous,Accept consent,6109af9474377da1526ac724,Probably yes,Probably yes,Probably yes,Unsure,Probably yes,Definitely not,Probably yes,Probably not,Probably yes,Probably yes,Unsure,Unsure,Probably yes,Unsure,Unsure,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably not,Probably yes,Definitely yes,Definitely not,Probably not,Definitely yes,Definitely yes,Probably not,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,5,21,22,23,17,76,28,50,29,17,0,15,7,21,33,63,74,72,14,67,60,68,68,2,70,0,8,13,69,29,50,79,70,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,Other,Hispanic,Female,Right,6109af9474377da1526ac724
100,209,anonymous,Accept consent,60fe1a2e554d192b202ed73b,Definitely not,Probably not,Definitely yes,Definitely yes,Definitely yes,Definitely not,Probably not,Definitely not,Probably not,Probably not,Definitely yes,Definitely yes,Probably not,Definitely not,Definitely yes,Probably yes,Probably not,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Probably yes,Definitely yes,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,72,75,57,83,62,52,59,48,54,76,65,74,57,56,47,72,58,57,41,61,44,63,69,82,39,47,65,32,52,68,42,61,74,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,White,Not Hispanic,Female,Right,60fe1a2e554d192b202ed73b
